trip_id,start_time,end_time,headway_secs
4-I12-071-2022I12-1-1-4--7-A--,10:00:00,21:00:00,420
4-I12-071-2022I12-2-1-4--7-A--,10:00:00,21:00:00,420
4-I12-071-2022I12-1-1-4--7-A--,21:00:00,22:00:00,480
4-I12-071-2022I12-2-1-4--7-A--,21:00:00,22:00:00,480
4-I12-071-2022I12-1-1-4--7-A--,22:00:00,24:00:00,450
4-I12-071-2022I12-2-1-4--7-A--,22:00:00,24:00:00,450
4-I13-071-2022I13-1-1-4--7-A--,00:00:00,02:00:00,900
4-I13-071-2022I13-2-1-4--7-A--,00:00:00,02:00:00,900
4-I13-071-2022I13-1-1-4--7-A--,06:05:00,07:00:00,540
4-I13-071-2022I13-2-1-4--7-A--,06:05:00,07:00:00,540
4-I13-071-2022I13-1-1-4--7-A--,07:00:00,10:00:00,480
4-I13-071-2022I13-2-1-4--7-A--,07:00:00,10:00:00,480
4-I13-071-2022I13-1-1-4--7-A--,10:00:00,21:00:00,420
4-I13-071-2022I13-2-1-4--7-A--,10:00:00,21:00:00,420
4-I13-071-2022I13-1-1-4--7-A--,21:00:00,22:00:00,480
4-I13-071-2022I13-2-1-4--7-A--,21:00:00,22:00:00,480
4-I13-071-2022I13-1-1-4--7-A--,22:00:00,24:00:00,450
4-I13-071-2022I13-2-1-4--7-A--,22:00:00,24:00:00,450
4-I14-071-2022I14-1-1-4--7-A--,00:00:00,02:00:00,900
4-I14-071-2022I14-2-1-4--7-A--,00:00:00,02:00:00,900
4-I14-071-2022I14-1-1-4--7-A--,06:05:00,07:00:00,570
4-I14-071-2022I14-2-1-4--7-A--,06:05:00,07:00:00,570
4-I14-071-2022I14-1-1-4--7-A--,07:00:00,07:30:00,330
4-I14-071-2022I14-2-1-4--7-A--,07:00:00,07:30:00,330
4-I14-071-2022I14-1-1-4--7-A--,07:30:00,09:30:00,300
4-I14-071-2022I14-2-1-4--7-A--,07:30:00,09:30:00,300
4-I14-071-2022I14-1-1-4--7-A--,09:30:00,21:00:00,330
4-I14-071-2022I14-2-1-4--7-A--,09:30:00,21:00:00,330
4-I14-071-2022I14-1-1-4--7-A--,21:00:00,22:00:00,390
4-I14-071-2022I14-2-1-4--7-A--,21:00:00,22:00:00,390
4-I14-071-2022I14-1-1-4--7-A--,22:00:00,24:00:00,450
4-I14-071-2022I14-2-1-4--7-A--,22:00:00,24:00:00,450
4-I15-071-2022I15-1-1-4--7-A--,00:00:00,02:00:00,900
4-I15-071-2022I15-2-1-4--7-A--,00:00:00,02:00:00,900
4-I15-071-2022I15-1-1-4--7-A--,06:05:00,07:00:00,570
4-I15-071-2022I15-2-1-4--7-A--,06:05:00,07:00:00,570
4-I15-071-2022I15-1-1-4--7-A--,07:00:00,07:30:00,330
4-I15-071-2022I15-2-1-4--7-A--,07:00:00,07:30:00,330
4-I15-071-2022I15-1-1-4--7-A--,07:30:00,09:30:00,300
4-I15-071-2022I15-2-1-4--7-A--,07:30:00,09:30:00,300
4-I15-071-2022I15-1-1-4--7-A--,09:30:00,21:00:00,330
4-I15-071-2022I15-2-1-4--7-A--,09:30:00,21:00:00,330
4-I15-071-2022I15-1-1-4--7-A--,21:00:00,22:00:00,390
4-I15-071-2022I15-2-1-4--7-A--,21:00:00,22:00:00,390
4-I15-071-2022I15-1-1-4--7-A--,22:00:00,24:00:00,450
4-I15-071-2022I15-2-1-4--7-A--,22:00:00,24:00:00,450
4-I12-072-2022I12-1-1-4--7-B--,00:00:00,02:00:00,900
4-I12-072-2022I12-2-1-4--7-B--,00:00:00,02:00:00,900
4-I12-072-2022I12-1-1-4--7-B--,06:05:00,07:00:00,540
4-I12-072-2022I12-2-1-4--7-B--,06:05:00,07:00:00,540
4-I12-072-2022I12-1-1-4--7-B--,07:00:00,24:00:00,450
4-I12-072-2022I12-2-1-4--7-B--,07:00:00,24:00:00,450
4-I13-072-2022I13-1-1-4--7-B--,00:00:00,02:00:00,900
4-I13-072-2022I13-2-1-4--7-B--,00:00:00,02:00:00,900
4-I13-072-2022I13-1-1-4--7-B--,06:05:00,07:00:00,540
4-I13-072-2022I13-2-1-4--7-B--,06:05:00,07:00:00,540
4-I13-072-2022I13-1-1-4--7-B--,07:00:00,24:00:00,450
4-I13-072-2022I13-2-1-4--7-B--,07:00:00,24:00:00,450
4-I14-072-2022I14-1-1-4--7-B--,00:00:00,02:00:00,900
4-I14-072-2022I14-2-1-4--7-B--,00:00:00,02:00:00,900
4-I14-072-2022I14-1-1-4--7-B--,06:05:00,07:00:00,570
4-I14-072-2022I14-2-1-4--7-B--,06:05:00,07:00:00,570
4-I14-072-2022I14-1-1-4--7-B--,07:00:00,09:30:00,330
4-I14-072-2022I14-2-1-4--7-B--,07:00:00,09:30:00,330
4-I14-072-2022I14-1-1-4--7-B--,09:30:00,22:00:00,390
4-I14-072-2022I14-2-1-4--7-B--,09:30:00,22:00:00,390
4-I14-072-2022I14-1-1-4--7-B--,22:00:00,24:00:00,450
4-I14-072-2022I14-2-1-4--7-B--,22:00:00,24:00:00,450
4-I15-072-2022I15-1-1-4--7-B--,00:00:00,02:00:00,900
4-I15-072-2022I15-2-1-4--7-B--,00:00:00,02:00:00,900
4-I15-072-2022I15-1-1-4--7-B--,06:05:00,07:00:00,570
4-I15-072-2022I15-2-1-4--7-B--,06:05:00,07:00:00,570
4-I15-072-2022I15-1-1-4--7-B--,07:00:00,09:30:00,330
4-I15-072-2022I15-2-1-4--7-B--,07:00:00,09:30:00,330
4-I15-072-2022I15-1-1-4--7-B--,09:30:00,22:00:00,390
4-I15-072-2022I15-2-1-4--7-B--,09:30:00,22:00:00,390
4-I15-072-2022I15-1-1-4--7-B--,22:00:00,24:00:00,450
4-I15-072-2022I15-2-1-4--7-B--,22:00:00,24:00:00,450
4-I12-008-2022I12-1-1-4--8---,00:00:00,02:00:00,900
4-I12-008-2022I12-2-1-4--8---,00:00:00,02:00:00,900
4-I12-008-2022I12-1-1-4--8---,06:05:00,07:00:00,540
4-I12-008-2022I12-2-1-4--8---,06:05:00,07:00:00,540
4-I12-008-2022I12-1-1-4--8---,07:00:00,15:00:00,480
4-I12-008-2022I12-2-1-4--8---,07:00:00,15:00:00,480
4-I12-008-2022I12-1-1-4--8---,15:00:00,22:00:00,360
4-I12-008-2022I12-2-1-4--8---,15:00:00,22:00:00,360
4-I12-008-2022I12-1-1-4--8---,22:00:00,24:00:00,450
4-I12-008-2022I12-2-1-4--8---,22:00:00,24:00:00,450
4-I13-008-2022I13-1-1-4--8---,00:00:00,02:00:00,900
4-I13-008-2022I13-2-1-4--8---,00:00:00,02:00:00,900
4-I13-008-2022I13-1-1-4--8---,06:05:00,07:00:00,540
4-I13-008-2022I13-2-1-4--8---,06:05:00,07:00:00,540
4-I13-008-2022I13-1-1-4--8---,07:00:00,15:00:00,480
4-I13-008-2022I13-2-1-4--8---,07:00:00,15:00:00,480
4-I13-008-2022I13-1-1-4--8---,15:00:00,22:00:00,360
4-I13-008-2022I13-2-1-4--8---,15:00:00,22:00:00,360
4-I13-008-2022I13-1-1-4--8---,22:00:00,24:00:00,450
4-I13-008-2022I13-2-1-4--8---,22:00:00,24:00:00,450
4-I14-008-2022I14-1-1-4--8---,00:00:00,02:00:00,900
4-I14-008-2022I14-2-1-4--8---,00:00:00,02:00:00,900
4-I14-008-2022I14-1-1-4--8---,06:05:00,07:00:00,510
4-I14-008-2022I14-2-1-4--8---,06:05:00,07:00:00,510
4-I14-008-2022I14-1-1-4--8---,07:00:00,07:30:00,300
4-I14-008-2022I14-2-1-4--8---,07:00:00,07:30:00,300
4-I14-008-2022I14-1-1-4--8---,07:30:00,09:30:00,270
4-I14-008-2022I14-2-1-4--8---,07:30:00,09:30:00,270
4-I14-008-2022I14-1-1-4--8---,09:30:00,11:00:00,300
4-I14-008-2022I14-2-1-4--8---,09:30:00,11:00:00,300
4-I14-008-2022I14-1-1-4--8---,11:00:00,14:00:00,360
4-I14-008-2022I14-2-1-4--8---,11:00:00,14:00:00,360
4-I14-008-2022I14-1-1-4--8---,14:00:00,18:00:00,300
4-I14-008-2022I14-2-1-4--8---,14:00:00,18:00:00,300
4-I14-008-2022I14-1-1-4--8---,18:00:00,20:00:00,270
4-I14-008-2022I14-2-1-4--8---,18:00:00,20:00:00,270
4-I14-008-2022I14-1-1-4--8---,20:00:00,22:00:00,360
4-I14-008-2022I14-2-1-4--8---,20:00:00,22:00:00,360
4-I14-008-2022I14-1-1-4--8---,22:00:00,24:00:00,450
4-I14-008-2022I14-2-1-4--8---,22:00:00,24:00:00,450
4-I15-008-2022I15-1-1-4--8---,00:00:00,02:00:00,900
4-I15-008-2022I15-2-1-4--8---,00:00:00,02:00:00,900
4-I15-008-2022I15-1-1-4--8---,06:05:00,07:00:00,510
4-I15-008-2022I15-2-1-4--8---,06:05:00,07:00:00,510
4-I15-008-2022I15-1-1-4--8---,07:00:00,07:30:00,300
4-I15-008-2022I15-2-1-4--8---,07:00:00,07:30:00,300
4-I15-008-2022I15-1-1-4--8---,07:30:00,09:30:00,270
4-I15-008-2022I15-2-1-4--8---,07:30:00,09:30:00,270
4-I15-008-2022I15-1-1-4--8---,09:30:00,11:00:00,300
4-I15-008-2022I15-2-1-4--8---,09:30:00,11:00:00,300
4-I15-008-2022I15-1-1-4--8---,11:00:00,14:00:00,360
4-I15-008-2022I15-2-1-4--8---,11:00:00,14:00:00,360
4-I15-008-2022I15-1-1-4--8---,14:00:00,18:00:00,300
4-I15-008-2022I15-2-1-4--8---,14:00:00,18:00:00,300
4-I15-008-2022I15-1-1-4--8---,18:00:00,20:00:00,270
4-I15-008-2022I15-2-1-4--8---,18:00:00,20:00:00,270
4-I15-008-2022I15-1-1-4--8---,20:00:00,22:00:00,360
4-I15-008-2022I15-2-1-4--8---,20:00:00,22:00:00,360
4-I15-008-2022I15-1-1-4--8---,22:00:00,24:00:00,450
4-I15-008-2022I15-2-1-4--8---,22:00:00,24:00:00,450
4-I12-091-2022I12-1-1-4--9-A--,00:00:00,02:00:00,900
4-I12-091-2022I12-2-1-4--9-A--,00:00:00,02:00:00,900
4-I12-091-2022I12-1-1-4--9-A--,06:05:00,07:00:00,540
4-I12-091-2022I12-2-1-4--9-A--,06:05:00,07:00:00,540
4-I12-091-2022I12-1-1-4--9-A--,07:00:00,10:00:00,450
4-I12-091-2022I12-2-1-4--9-A--,07:00:00,10:00:00,450
4-I12-091-2022I12-1-1-4--9-A--,10:00:00,11:00:00,480
4-I12-091-2022I12-2-1-4--9-A--,10:00:00,11:00:00,480
4-I12-091-2022I12-1-1-4--9-A--,11:00:00,21:00:00,420
4-I12-091-2022I12-2-1-4--9-A--,11:00:00,21:00:00,420
4-I12-091-2022I12-1-1-4--9-A--,21:00:00,22:00:00,480
4-I12-091-2022I12-2-1-4--9-A--,21:00:00,22:00:00,480
4-I12-091-2022I12-1-1-4--9-A--,22:00:00,24:00:00,450
4-I12-091-2022I12-2-1-4--9-A--,22:00:00,24:00:00,450
4-I13-091-2022I13-1-1-4--9-A--,00:00:00,02:00:00,900
4-I13-091-2022I13-2-1-4--9-A--,00:00:00,02:00:00,900
4-I13-091-2022I13-1-1-4--9-A--,06:05:00,07:00:00,540
4-I13-091-2022I13-2-1-4--9-A--,06:05:00,07:00:00,540
4-I13-091-2022I13-1-1-4--9-A--,07:00:00,10:00:00,450
4-I13-091-2022I13-2-1-4--9-A--,07:00:00,10:00:00,450
4-I13-091-2022I13-1-1-4--9-A--,10:00:00,11:00:00,480
4-I13-091-2022I13-2-1-4--9-A--,10:00:00,11:00:00,480
4-I13-091-2022I13-1-1-4--9-A--,11:00:00,21:00:00,420
4-I13-091-2022I13-2-1-4--9-A--,11:00:00,21:00:00,420
4-I13-091-2022I13-1-1-4--9-A--,21:00:00,22:00:00,480
4-I13-091-2022I13-2-1-4--9-A--,21:00:00,22:00:00,480
4-I13-091-2022I13-1-1-4--9-A--,22:00:00,24:00:00,450
4-I13-091-2022I13-2-1-4--9-A--,22:00:00,24:00:00,450
4-I14-091-2022I14-1-1-4--9-A--,00:00:00,02:00:00,900
4-I14-091-2022I14-2-1-4--9-A--,00:00:00,02:00:00,900
4-I14-091-2022I14-1-1-4--9-A--,06:05:00,07:00:00,540
4-I14-091-2022I14-2-1-4--9-A--,06:05:00,07:00:00,540
4-I14-091-2022I14-1-1-4--9-A--,07:00:00,07:30:00,300
4-I14-091-2022I14-2-1-4--9-A--,07:00:00,07:30:00,300
4-I14-091-2022I14-1-1-4--9-A--,07:30:00,09:30:00,270
4-I14-091-2022I14-2-1-4--9-A--,07:30:00,09:30:00,270
4-I14-091-2022I14-1-1-4--9-A--,09:30:00,20:00:00,330
4-I14-091-2022I14-2-1-4--9-A--,09:30:00,20:00:00,330
4-I14-091-2022I14-1-1-4--9-A--,20:00:00,22:00:00,360
4-I14-091-2022I14-2-1-4--9-A--,20:00:00,22:00:00,360
4-I14-091-2022I14-1-1-4--9-A--,22:00:00,24:00:00,450
4-I14-091-2022I14-2-1-4--9-A--,22:00:00,24:00:00,450
4-I15-091-2022I15-1-1-4--9-A--,00:00:00,02:00:00,900
4-I15-091-2022I15-2-1-4--9-A--,00:00:00,02:00:00,900
4-I15-091-2022I15-1-1-4--9-A--,06:05:00,07:00:00,540
4-I15-091-2022I15-2-1-4--9-A--,06:05:00,07:00:00,540
4-I15-091-2022I15-1-1-4--9-A--,07:00:00,07:30:00,300
4-I15-091-2022I15-2-1-4--9-A--,07:00:00,07:30:00,300
4-I15-091-2022I15-1-1-4--9-A--,07:30:00,09:30:00,270
4-I15-091-2022I15-2-1-4--9-A--,07:30:00,09:30:00,270
4-I15-091-2022I15-1-1-4--9-A--,09:30:00,14:00:00,330
4-I15-091-2022I15-2-1-4--9-A--,09:30:00,14:00:00,330
4-I15-091-2022I15-1-1-4--9-A--,14:00:00,16:00:00,300
4-I15-091-2022I15-2-1-4--9-A--,14:00:00,16:00:00,300
4-I15-091-2022I15-1-1-4--9-A--,16:00:00,22:00:00,360
4-I15-091-2022I15-2-1-4--9-A--,16:00:00,22:00:00,360
4-I15-091-2022I15-1-1-4--9-A--,22:00:00,24:00:00,450
4-I15-091-2022I15-2-1-4--9-A--,22:00:00,24:00:00,450
4-I12-092-2022I12-1-1-4--9-B--,00:00:00,02:00:00,1350
4-I12-092-2022I12-2-1-4--9-B--,00:00:00,02:00:00,1350
4-I12-092-2022I12-1-1-4--9-B--,06:05:00,23:00:00,720
4-I12-092-2022I12-2-1-4--9-B--,06:05:00,23:00:00,720
4-I12-092-2022I12-1-1-4--9-B--,23:00:00,24:00:00,900
4-I12-092-2022I12-2-1-4--9-B--,23:00:00,24:00:00,900
4-I13-092-2022I13-1-1-4--9-B--,06:05:00,23:00:00,720
4-I13-092-2022I13-2-1-4--9-B--,06:05:00,23:00:00,720
4-I13-092-2022I13-1-1-4--9-B--,23:00:00,26:00:00,1350
4-I13-092-2022I13-2-1-4--9-B--,23:00:00,26:00:00,1350
4-I14-092-2022I14-1-1-4--9-B--,06:05:00,07:00:00,660
4-I14-092-2022I14-2-1-4--9-B--,06:05:00,07:00:00,660
4-I14-092-2022I14-1-1-4--9-B--,07:00:00,09:30:00,390
4-I14-092-2022I14-2-1-4--9-B--,07:00:00,09:30:00,390
4-I14-092-2022I14-1-1-4--9-B--,09:30:00,10:00:00,630
4-I14-092-2022I14-2-1-4--9-B--,09:30:00,10:00:00,630
4-I14-092-2022I14-1-1-4--9-B--,10:00:00,14:00:00,630
4-I14-092-2022I14-2-1-4--9-B--,10:00:00,14:00:00,630
4-I14-092-2022I14-1-1-4--9-B--,14:00:00,20:00:00,510
4-I14-092-2022I14-2-1-4--9-B--,14:00:00,20:00:00,510
4-I14-092-2022I14-1-1-4--9-B--,20:00:00,23:00:00,630
4-I14-092-2022I14-2-1-4--9-B--,20:00:00,23:00:00,630
4-I14-092-2022I14-1-1-4--9-B--,23:00:00,26:00:00,1350
4-I14-092-2022I14-2-1-4--9-B--,23:00:00,26:00:00,1350
4-I15-092-2022I15-1-1-4--9-B--,00:00:00,02:00:00,1350
4-I15-092-2022I15-2-1-4--9-B--,00:00:00,02:00:00,1350
4-I15-092-2022I15-1-1-4--9-B--,06:05:00,07:00:00,660
4-I15-092-2022I15-2-1-4--9-B--,06:05:00,07:00:00,660
4-I15-092-2022I15-1-1-4--9-B--,07:00:00,09:30:00,390
4-I15-092-2022I15-2-1-4--9-B--,07:00:00,09:30:00,390
4-I15-092-2022I15-1-1-4--9-B--,09:30:00,10:00:00,630
4-I15-092-2022I15-2-1-4--9-B--,09:30:00,10:00:00,630
4-I15-092-2022I15-1-1-4--9-B--,10:00:00,14:00:00,630
4-I15-092-2022I15-2-1-4--9-B--,10:00:00,14:00:00,630
4-I15-092-2022I15-1-1-4--9-B--,14:00:00,20:00:00,510
4-I15-092-2022I15-2-1-4--9-B--,14:00:00,20:00:00,510
4-I15-092-2022I15-1-1-4--9-B--,20:00:00,23:00:00,630
4-I15-092-2022I15-2-1-4--9-B--,20:00:00,23:00:00,630
4-I15-092-2022I15-1-1-4--9-B--,23:00:00,24:00:00,900
4-I15-092-2022I15-2-1-4--9-B--,23:00:00,24:00:00,900
4-I12-101-2022I12-1-1-4--10-A--,00:00:00,02:00:00,900
4-I12-101-2022I12-2-1-4--10-A--,00:00:00,02:00:00,900
4-I12-101-2022I12-1-1-4--10-A--,06:05:00,07:00:00,540
4-I12-101-2022I12-2-1-4--10-A--,06:05:00,07:00:00,540
4-I12-101-2022I12-1-1-4--10-A--,07:00:00,11:00:00,480
4-I12-101-2022I12-2-1-4--10-A--,07:00:00,11:00:00,480
4-I12-101-2022I12-1-1-4--10-A--,11:00:00,18:00:00,390
4-I12-101-2022I12-2-1-4--10-A--,11:00:00,18:00:00,390
4-I12-101-2022I12-1-1-4--10-A--,18:00:00,23:00:00,330
4-I12-101-2022I12-2-1-4--10-A--,18:00:00,23:00:00,330
4-I12-101-2022I12-1-1-4--10-A--,23:00:00,24:00:00,450
4-I12-101-2022I12-2-1-4--10-A--,23:00:00,24:00:00,450
4-I13-101-2022I13-1-1-4--10-A--,00:00:00,02:00:00,900
4-I13-101-2022I13-2-1-4--10-A--,00:00:00,02:00:00,900
4-I13-101-2022I13-1-1-4--10-A--,06:05:00,07:00:00,540
4-I13-101-2022I13-2-1-4--10-A--,06:05:00,07:00:00,540
4-I13-101-2022I13-1-1-4--10-A--,07:00:00,11:00:00,480
4-I13-101-2022I13-2-1-4--10-A--,07:00:00,11:00:00,480
4-I13-101-2022I13-1-1-4--10-A--,11:00:00,22:00:00,390
4-I13-101-2022I13-2-1-4--10-A--,11:00:00,22:00:00,390
4-I13-101-2022I13-1-1-4--10-A--,22:00:00,24:00:00,450
4-I13-101-2022I13-2-1-4--10-A--,22:00:00,24:00:00,450
4-I14-101-2022I14-1-1-4--10-A--,00:00:00,02:00:00,900
4-I14-101-2022I14-2-1-4--10-A--,00:00:00,02:00:00,900
4-I14-101-2022I14-1-1-4--10-A--,06:05:00,07:00:00,510
4-I14-101-2022I14-2-1-4--10-A--,06:05:00,07:00:00,510
4-I14-101-2022I14-1-1-4--10-A--,07:00:00,09:30:00,210
4-I14-101-2022I14-2-1-4--10-A--,07:00:00,09:30:00,210
4-I14-101-2022I14-1-1-4--10-A--,09:30:00,11:00:00,270
4-I14-101-2022I14-2-1-4--10-A--,09:30:00,11:00:00,270
4-I14-101-2022I14-1-1-4--10-A--,11:00:00,18:00:00,300
4-I14-101-2022I14-2-1-4--10-A--,11:00:00,18:00:00,300
4-I14-101-2022I14-1-1-4--10-A--,18:00:00,20:00:00,240
4-I14-101-2022I14-2-1-4--10-A--,18:00:00,20:00:00,240
4-I14-101-2022I14-1-1-4--10-A--,20:00:00,21:00:00,300
4-I14-101-2022I14-2-1-4--10-A--,20:00:00,21:00:00,300
4-I14-101-2022I14-1-1-4--10-A--,21:00:00,22:00:00,330
4-I14-101-2022I14-2-1-4--10-A--,21:00:00,22:00:00,330
4-I14-101-2022I14-1-1-4--10-A--,22:00:00,24:00:00,450
4-I14-101-2022I14-2-1-4--10-A--,22:00:00,24:00:00,450
4-I15-101-2022I15-1-1-4--10-A--,00:00:00,02:00:00,900
4-I15-101-2022I15-2-1-4--10-A--,00:00:00,02:00:00,900
4-I15-101-2022I15-1-1-4--10-A--,06:05:00,07:00:00,510
4-I15-101-2022I15-2-1-4--10-A--,06:05:00,07:00:00,510
4-I15-101-2022I15-1-1-4--10-A--,07:00:00,09:30:00,210
4-I15-101-2022I15-2-1-4--10-A--,07:00:00,09:30:00,210
4-I15-101-2022I15-1-1-4--10-A--,09:30:00,11:00:00,270
4-I15-101-2022I15-2-1-4--10-A--,09:30:00,11:00:00,270
4-I15-101-2022I15-1-1-4--10-A--,11:00:00,14:00:00,300
4-I15-101-2022I15-2-1-4--10-A--,11:00:00,14:00:00,300
4-I15-101-2022I15-1-1-4--10-A--,14:00:00,16:00:00,210
4-I15-101-2022I15-2-1-4--10-A--,14:00:00,16:00:00,210
4-I15-101-2022I15-1-1-4--10-A--,16:00:00,21:00:00,300
4-I15-101-2022I15-2-1-4--10-A--,16:00:00,21:00:00,300
4-I15-101-2022I15-1-1-4--10-A--,21:00:00,22:00:00,330
4-I15-101-2022I15-2-1-4--10-A--,21:00:00,22:00:00,330
4-I15-101-2022I15-1-1-4--10-A--,22:00:00,24:00:00,450
4-I15-101-2022I15-2-1-4--10-A--,22:00:00,24:00:00,450
4-I12-102-2022I12-1-1-4--10-B--,00:00:00,02:00:00,900
4-I12-102-2022I12-2-1-4--10-B--,00:00:00,02:00:00,900
4-I12-102-2022I12-1-1-4--10-B--,06:05:00,07:00:00,540
4-I12-102-2022I12-2-1-4--10-B--,06:05:00,07:00:00,540
4-I12-102-2022I12-1-1-4--10-B--,07:00:00,11:00:00,480
4-I12-102-2022I12-2-1-4--10-B--,07:00:00,11:00:00,480
4-I12-102-2022I12-1-1-4--10-B--,11:00:00,18:00:00,390
4-I12-102-2022I12-2-1-4--10-B--,11:00:00,18:00:00,390
4-I12-102-2022I12-1-1-4--10-B--,18:00:00,23:00:00,330
4-I12-102-2022I12-2-1-4--10-B--,18:00:00,23:00:00,330
4-I12-102-2022I12-1-1-4--10-B--,23:00:00,24:00:00,450
4-I12-102-2022I12-2-1-4--10-B--,23:00:00,24:00:00,450
4-I13-102-2022I13-1-1-4--10-B--,00:00:00,02:00:00,900
4-I13-102-2022I13-2-1-4--10-B--,00:00:00,02:00:00,900
4-I13-102-2022I13-1-1-4--10-B--,06:05:00,07:00:00,540
4-I13-102-2022I13-2-1-4--10-B--,06:05:00,07:00:00,540
4-I13-102-2022I13-1-1-4--10-B--,07:00:00,11:00:00,480
4-I13-102-2022I13-2-1-4--10-B--,07:00:00,11:00:00,480
4-I13-102-2022I13-1-1-4--10-B--,11:00:00,22:00:00,390
4-I13-102-2022I13-2-1-4--10-B--,11:00:00,22:00:00,390
4-I13-102-2022I13-1-1-4--10-B--,22:00:00,24:00:00,450
4-I13-102-2022I13-2-1-4--10-B--,22:00:00,24:00:00,450
4-I14-102-2022I14-1-1-4--10-B--,00:00:00,02:00:00,900
4-I14-102-2022I14-2-1-4--10-B--,00:00:00,02:00:00,900
4-I14-102-2022I14-1-1-4--10-B--,06:05:00,07:00:00,510
4-I14-102-2022I14-2-1-4--10-B--,06:05:00,07:00:00,510
4-I14-102-2022I14-1-1-4--10-B--,07:00:00,09:30:00,210
4-I14-102-2022I14-2-1-4--10-B--,07:00:00,09:30:00,210
4-I14-102-2022I14-1-1-4--10-B--,09:30:00,11:00:00,270
4-I14-102-2022I14-2-1-4--10-B--,09:30:00,11:00:00,270
4-I14-102-2022I14-1-1-4--10-B--,11:00:00,18:00:00,300
4-I14-102-2022I14-2-1-4--10-B--,11:00:00,18:00:00,300
4-I14-102-2022I14-1-1-4--10-B--,18:00:00,20:00:00,240
4-I14-102-2022I14-2-1-4--10-B--,18:00:00,20:00:00,240
4-I14-102-2022I14-1-1-4--10-B--,20:00:00,21:00:00,300
4-I14-102-2022I14-2-1-4--10-B--,20:00:00,21:00:00,300
4-I14-102-2022I14-1-1-4--10-B--,21:00:00,22:00:00,330
4-I14-102-2022I14-2-1-4--10-B--,21:00:00,22:00:00,330
4-I14-102-2022I14-1-1-4--10-B--,22:00:00,24:00:00,450
4-I14-102-2022I14-2-1-4--10-B--,22:00:00,24:00:00,450
4-I15-102-2022I15-1-1-4--10-B--,00:00:00,02:00:00,900
4-I15-102-2022I15-2-1-4--10-B--,00:00:00,02:00:00,900
4-I15-102-2022I15-1-1-4--10-B--,06:05:00,07:00:00,510
4-I15-102-2022I15-2-1-4--10-B--,06:05:00,07:00:00,510
4-I15-102-2022I15-1-1-4--10-B--,07:00:00,09:30:00,210
4-I15-102-2022I15-2-1-4--10-B--,07:00:00,09:30:00,210
4-I15-102-2022I15-1-1-4--10-B--,09:30:00,11:00:00,270
4-I15-102-2022I15-2-1-4--10-B--,09:30:00,11:00:00,270
4-I15-102-2022I15-1-1-4--10-B--,11:00:00,18:00:00,300
4-I15-102-2022I15-2-1-4--10-B--,11:00:00,18:00:00,300
4-I15-102-2022I15-1-1-4--10-B--,18:00:00,20:00:00,240
4-I15-102-2022I15-2-1-4--10-B--,18:00:00,20:00:00,240
4-I15-102-2022I15-1-1-4--10-B--,20:00:00,21:00:00,300
4-I15-102-2022I15-2-1-4--10-B--,20:00:00,21:00:00,300
4-I15-102-2022I15-1-1-4--10-B--,21:00:00,22:00:00,330
4-I15-102-2022I15-2-1-4--10-B--,21:00:00,22:00:00,330
4-I15-102-2022I15-1-1-4--10-B--,22:00:00,24:00:00,450
4-I15-102-2022I15-2-1-4--10-B--,22:00:00,24:00:00,450
4-I12-011-2022I12-1-1-4--11---,00:00:00,02:00:00,900
4-I12-011-2022I12-2-1-4--11---,00:00:00,02:00:00,900
4-I12-011-2022I12-1-1-4--11---,06:05:00,07:00:00,540
4-I12-011-2022I12-2-1-4--11---,06:05:00,07:00:00,540
4-I12-011-2022I12-1-1-4--11---,07:00:00,24:00:00,450
4-I12-011-2022I12-2-1-4--11---,07:00:00,24:00:00,450
4-I13-011-2022I13-1-1-4--11---,00:00:00,02:00:00,900
4-I13-011-2022I13-2-1-4--11---,00:00:00,02:00:00,900
4-I13-011-2022I13-1-1-4--11---,06:05:00,07:00:00,540
4-I13-011-2022I13-2-1-4--11---,06:05:00,07:00:00,540
4-I13-011-2022I13-1-1-4--11---,07:00:00,24:00:00,450
4-I13-011-2022I13-2-1-4--11---,07:00:00,24:00:00,450
4-I14-011-2022I14-1-1-4--11---,00:00:00,02:00:00,900
4-I14-011-2022I14-2-1-4--11---,00:00:00,02:00:00,900
4-I14-011-2022I14-1-1-4--11---,06:05:00,07:00:00,630
4-I14-011-2022I14-2-1-4--11---,06:05:00,07:00:00,630
4-I14-011-2022I14-1-1-4--11---,07:00:00,09:30:00,360
4-I14-011-2022I14-2-1-4--11---,07:00:00,09:30:00,360
4-I14-011-2022I14-1-1-4--11---,09:30:00,10:00:00,450
4-I14-011-2022I14-2-1-4--11---,09:30:00,10:00:00,450
4-I14-011-2022I14-1-1-4--11---,10:00:00,22:00:00,420
4-I14-011-2022I14-2-1-4--11---,10:00:00,22:00:00,420
4-I14-011-2022I14-1-1-4--11---,22:00:00,24:00:00,450
4-I14-011-2022I14-2-1-4--11---,22:00:00,24:00:00,450
4-I15-011-2022I15-1-1-4--11---,00:00:00,02:00:00,900
4-I15-011-2022I15-2-1-4--11---,00:00:00,02:00:00,900
4-I15-011-2022I15-1-1-4--11---,06:05:00,07:00:00,630
4-I15-011-2022I15-2-1-4--11---,06:05:00,07:00:00,630
4-I15-011-2022I15-1-1-4--11---,07:00:00,09:30:00,360
4-I15-011-2022I15-2-1-4--11---,07:00:00,09:30:00,360
